,text
1004,"<price>135<rating>84<whiskey>Lark Para, 43%<review>Lark Distillery celebrates its 20th year in 2012 and it's starting to settle on a house style: big apple fruity whiskey with menthol, candy cough drop, and hickory notes, and some red berry fruits from maturation in quarter casks made from port barrels. This special bottling uses casks made of wood that held 100 year old Para Port, among the world's finest. All the Lark traits are there, with a liqueur-like bonus. Intriguing. $AUS 132"
1005,"<price>40<rating>90<whiskey>Balcones Lineage Texas (Batch SML 20-1), 47%<review>From the first sniff, this whiskey defines itself as intense and full-flavored: candied kiwi, papaya, mango, pineapple, and jackfruit crowd out almost all other aromas, though if it sits for a while, brown sugar and pecans emerge. The palate is consistent, with plenty of tropical fruit but also cocoa powder, oak, and dry nuttiness. More pineapple, kiwi, and jackfruit on the finish, but they fade fairly quickly to allow vanilla bean and dry oak to shine."
1006,"<price>73<rating>84<whiskey>Douglas Laing Provenance (distilled at Caol Ila) 6 year old, 46%<review>Pale straw. This is a classic young Caol Ila, all elbows and knees. There is sweetness, but it’s counteracted by this briny edge and an aroma like firelighters in among smoldering peat. Shut your eyes and it could be mezcal. The smoke envelops the palate while you pick out edible seaweed and smoked oyster on the tongue. Very bright and would make a good aperitif/highball. £50"
1007,"<price>49<rating>83<whiskey>Ledaig 10 year old, 46.3%<review>Tobermory’s peated offering. Great to see Ledaig hitting its stride, with a brisk punch of peat and not chill-filtered. There’s a bit of a raw edge too, quite bracing but still plenty of soothing sweetness. Earthy peat smoke, ripe barley, honeyed vanilla, bourbon barrel char, black licorice stick, espresso bean, olive brine, and suggestions of beef jerky. In some respects, it even tastes younger than 10 years old, but I’m balancing that with bonus points for distinctiveness."
1008,"<price>108<rating>89<whiskey>Arran Malt The Millennium Casks, 53.5%<review>The Millennium Casks is a non-chill filtered vatting of 45 Arran casks filled on December 31, 1999 and January 1, 2000; 35 bourbon barrels and 10 sherry hogsheads. A spicy, floral nose with sherry, honey, coconut ice, orange, fudge, and ultimately raisin notes. Smooth and luscious on the palate, with apple pie and custard, plus a sprinkling of cinnamon. Long and spicy in the finish, with oranges, a hint of black pepper, licorice, and drying oak. (7,800 bottles). £65"
1009,"<price>89<rating>88<whiskey>The Macallan Classic Cut (2017 Edition), 58.4%<review>Released exclusively for the U.S., this is the first bottling in an annual series celebrating what Macallan terms its “…unrivalled commitment to the mastery of wood and spirit.” Matured in oloroso sherry-seasoned American and European oak casks. Confident Christmas cake aromas, plus quite assertive oak. Honey, toffee, vanilla, nutmeg, ginger, and lively oak on the palate. Gingery wood notes in the medium-length finish."
1010,"<price>28<rating>88<whiskey>Black Velvet Onyx 12 year old. 40%<review>Dry and mildly dusty on first nosing, with a touch of pine pitch and red cedar. Tingling peppery spices and barrel notes carry onto the palate, bringing a slightly bitter counterpoint to luscious crème brûlée. Vanilla and hints of real maple syrup nuance apple pie sprinkled with baking spices, ripe black fruits, and a toffeeish but clean finish. Complex and beautifully integrated. Labeled 12 years old, Onyx includes some older whisky as well. (Europe exclusive) €27"
1011,"<price>19<rating>84<whiskey>Ezra Brooks, 45%<review>Distilled and aged in Indiana, it’s herbal, floral, and slightly fruity, with a hint of cherry syrup. Resounding dried apricot and peach cobbler are followed by concentrated caramel and vanilla, creating a very pleasing and easy-drinking whiskey. Although not complex nor with a strong finish, it’s perfectly balanced by intense notes. Perfect for cocktails or table whiskey."
1012,"<price>300<rating>95<whiskey>Midleton Dair Ghaelach Bluebell Forest, 55.3%<review>Season 2 of Dair Ghaelach sees the action switch to six Irish oaks felled in a County Kilkenny bluebell forest. The balance of spice, toasted oak, and sweetness on the nose from tree one is singularly good, though clementine and grapefruit peel also clamor for attention. The acidity of the citrus collides with crunchy pot still spices, and grapefruit evolves into the most delicious ripe mango flavor. Simply heavenly."
1013,"<price>84<rating>88<whiskey>Wemyss Vintage Malt Ginger Compote, 1996, 46%<review>The Wemyss range — overseen by Susan Colville — has been quietly building a deserved reputation for being among the most consistently enjoyable single cask bottlings. This new example hails from the mighty Benrinnes distillery, but shows a milder side to its make — there is indeed ginger aplenty, along with cumin, crystallized fruit, and jellied peach, but behind is a deep earthy and slightly leathery note typical of ‘The Ben.’ It’s these bass notes that dominate on the richly chewy palate. Best neat. £51 "
1014,"<price>50<rating>85<whiskey>Crooked Water Regatta Rum Finish Rye, 47.5%<review>Three and half year old rye finished in rum casks from Barbados. Rum-influenced notes of ripe mango, guava, and orange curaçao dominate the nose. A light, nimble mouthfeel with rum sweetness on the palate, plus candied mandarin, lemon, pineapple, and a light pine note. Similar notes on the finish, helped by a sprinkling of white pepper. Flavorful and rich, with the overlay of rum sweetness dominating the rye notes to some degree."
1015,"<price>300<rating>87<whiskey>Signatory (distilled at Ben Nevis), Cask #7438, 31 year old, 1975 vintage, 58.4%<review>Very traditional West Highland style: somewhat rustic, muscular, and oily in texture, with notes of leather, bourbon, espresso, orange peel, kiwi, and a suggestion of ultra-aged Caribbean rum. Occasionally, a softer side of vanilla and coconut shows itself, but, if this whiskey were a man, he would be a lumberjack. 
"
1016,"<price>325<rating>81<whiskey>Charbay Hop Flavored Whiskey, Batch #2, 55%<review>A unique and quite intriguing whiskey. A “bottle ready” California pilsner beer was given an extra dose of hops, then distilled in a pot still and aged in new oak for six years. Then it was “aged” in stainless steel for another three years. Five barrels were bottled. When I traveled through Europe, some of the breweries let me taste “Hop Schnapps” they’d had a distiller produce from their own beer. It was always just for their own private consumption, not for sale. This Charbay release reminds me of that, only aged into a mature whiskey. It’s a complex whiskey, naturally accentuated by hops, exotic teas, marijuana (seriously!), candied fruit, lavender, dark berries, raspberry (red and black), juniper, freshly ground tellicherry pepper, and light Caribbean rum. A nice “change of pace” whiskey.
"
1017,"<price>60<rating>88<whiskey>Tomatin, 18 year old, 46%<review>A new, beefed-up version of the 18 year old, with a higher alcohol level and (seemingly) more sherry influence. I must say that I really enjoyed the previous expression, rating it an 87 for its roundness and elegance. I like this one too, and its bold demeanor. Whether you like it or its predecessor comes down to preference and mood. Notes of toffee apple, pancakes drizzled with maple syrup, date nut cake, ripe fruit, and roasted nuts, all dusted with cinnamon, vanilla, and cocoa."
1018,"<price>133<rating>85<whiskey>Wemyss Malts ‘Rum ‘n’ Raisin’ Single Cask, 46%<review>Produced at Tullibardine distillery in 1989, this ex-bourbon hogshead has yielded 299 bottles. The expression lives up to its name with rum and raisin ice cream on the nose; floral, with glacé cherries, dried apricots, and pistachio nuts. More nuts and lots of spice on the palate, plus dark chocolate, dates, and prunes. The finish is medium in length, with spicy, benign oak. £85"
1019,"<price>81<rating>88<whiskey>Glenglassaugh Peated Port Wood Finish, 46%<review>Glenglassaugh has launched its first cask-finished whiskies, matured for an unspecified period in first- fill American oak casks before finishing for up to 2 years in secondary casks. This is the pick of the quartet of expressions, with a nose of fragrant, fruity smoke, hand-rolling tobacco, and new leather. Red berry fruits and woodsmoke feature on the palate, while the finish offers gentle peat smoke, cinnamon, and black pepper. £60"
1020,"<price>90<rating>94<whiskey>Wild Turkey Tribute 15 year old, 50.5%<review>A special bottling of Wild Turkey to celebrate Master Distiller Jimmy Russell’s 50 years of being in the bourbon business. Jimmy will be proud to be associated with this bottling. In many ways, this bourbon is a lot like Jimmy: mature, yet with plenty of spunk and character, and a pure joy to be with. This is a big, chewy, full-bodied bourbon with lovely sweet notes (maple syrup, molasses, caramel and candied fruit) balanced by dry spice notes (cigars aged in cedar, evergreen, polished leather). For bourbon drinkers who love intensity in their bourbon. 
"
1021,"<price>283<rating>94<whiskey>Kavalan 10th Anniversary Bordeaux Margaux Wine Cask-Matured Single Malt, 57.8%<review>Beautiful dark amber in color, this has a fabulous nose of lush red-berry fruits, blueberry, red apple, blackcurrant, Fabbri strawberries, peppercorn, wet slate, dry oak, wood spices, and smoked meats. The power of the muscular whisky matches the majesty of the wine cask: berry fruit flavors seep from the thick caramel mouthfeel amid an explosion of pepper at high strength, but with water added this still has incredible range. NT$8,800"
1022,"<price>120<rating>92<whiskey>Michter’s 10 year old Single Barrel Bourbon (Barrel #18B202), 47.2%<review>There’s evident age here, with dried leaves, old suede jacket, and dusty oak at the forefront, but underlying that maturity is plenty of dried fruit, figs, and cola. It pours broad and mouth filling, exuding both power and grace as it delivers caramel, tobacco, and a mélange of baking spices—cloves and nutmeg. The solid wood structure and oak tannins are here in abundance, but never out of balance."
